2.842463662905629818e+01,5.235120877441012510e+01
6.339020010608253131e+01,1.360316306907728645e+01
7.333434179937806618e+01,4.467525935983086782e+01
3.433595031619460514e+01,5.611701671062813546e+01
2.298054510069513157e+01,8.699535717377386845e-01
4.718005119799926916e+01,2.365151752325009227e+01
5.368063481364930567e+01,3.593921663380776010e+01
6.929723402144936983e+00,5.434025292117936345e+01
3.773173752408425230e-01,4.817605340048996965e+01
5.435171446978775833e+01,2.680463527214047303e+01
3.918315042535929393e+01,1.895834110298520869e+01
6.003311078408579249e+01,6.391841719024442625e+01
2.482114485671024795e+01,7.330397694172422973e+01
4.987432557244242304e+01,4.839448824381619829e+01
3.432951005095982566e+01,2.042659469610643796e+01
1.690184333519942328e+01,3.307995214794105010e+01
4.794870192424092181e+01,7.346533450029738788e+01
2.166411155927285392e+01,2.858490734010101164e+01
2.029571043479659309e+01,4.811133681057057743e+01
7.522905665898073835e+01,3.165850390873815812e+01
2.667831169233716793e+01,4.911855936360081643e+01
4.894247676664767255e+01,2.452930351759368932e+01
3.745038955392766411e+01,5.539921935853608659e+01
3.133876717843165238e+01,7.155045657419728400e+01
4.410534655274896920e+01,2.109625055481636480e+00
4.212646497854852612e+01,5.337258570936882052e+01
3.357101961969220838e+00,3.859496830493655040e+01
2.725889742744093525e+01,2.597955880132792572e+01
9.134290411372340657e+01,9.543871070342675011e+01
8.108372369652661860e+01,9.420627954391628123e+01
9.467883587732794126e+01,9.500829065213872582e+01
8.846961319283036573e+01,8.833316642217621961e+01
8.700120086155878596e+01,8.874494893421527308e+01
8.862661034986579978e+01,9.275894135720548661e+01
8.998458071948152792e+01,9.286686579310443790e+01
9.232543783774184476e+01,9.096715246264383836e+01
8.674467962629523754e+01,8.857291724220846163e+01
9.268177690281922310e+01,8.714543708447332904e+01
8.716465125851246398e+01,9.680746742720813813e+01
1.000000000000000000e+02,9.161937176854615927e+01
9.032341778080527206e+01,8.351038064455585186e+01
8.328866205054103489e+01,9.182293142784767781e+01
9.917988793573748296e+01,9.360455032901795391e+01
9.145359888517629088e+01,9.497883058038330262e+01
9.827188384483555694e+01,1.000000000000000000e+02
8.383222689671362104e+01,8.587878358510556609e+01
8.844243948113822285e+01,9.016599089256527577e+01
9.069202851409085042e+01,8.862331896697217815e+01
8.794182219972032044e+01,9.344888394045108271e+01
8.130417783237389528e+01,8.707849593400868571e+01
9.393030424022288116e+01,9.553287987445790463e+01
9.391747245722909554e+01,8.670981288072039206e+01
8.861045795516133694e+01,9.471101128565935312e+01
9.118867552190944537e+01,8.480253680157264284e+01
8.916362288454165252e+01,9.151047393476314085e+01
8.887474637483006745e+01,9.280123293627246994e+01
8.700847006291877506e+01,9.189157323280710443e+01
9.197356715225177481e+01,8.734857508471847609e+01
9.229852241473767549e+01,9.318943167197087973e+01
9.352891114357557001e+01,8.828422441798650766e+01
8.954893893388332060e+01,9.476863848687902703e+01
9.180248675870225838e+01,9.078051503542775436e+01
8.973749191981309536e+01,8.432153872980939013e+01
9.077540237954389113e+01,9.206505997679047937e+01
8.955210591808351239e+01,9.140034969136321763e+01
9.436270106363954824e+01,9.571709160863079546e+01
9.336101997024809407e+01,9.027253678718929564e+01
9.173270868960685220e+01,8.908663368097157331e+01
9.039316032588436656e+01,9.417204490161834940e+01
9.218671068149959069e+01,8.769211904047946859e+01
8.752184817702544706e+01,8.864114681302970666e+01
9.031955032339871536e+01,9.161822277469866549e+01
9.143047680297377156e+01,8.824825549331788466e+01
9.299099226510472249e+01,9.142305013984662310e+01
8.878579248073938857e+01,9.348356151680754067e+01
9.118331409032902002e+01,9.466931522541855770e+01
8.855508246657257132e+01,9.171333379614711134e+01
9.282859597612446123e+01,9.353319574553614757e+01
